bucket,reason,merchantName,expectedTitle,expectedOfficialUrl,finalUrl,httpStatus,pageTitle,h1,semanticUrl,semanticTitle,semanticH1,semanticBody,visiblePurchaseSignal,structuredCommerceSignal,expectedAmount,expectedAmountFound,badRole
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Hintsdeco","Δωροκάρτα HINTSDECO","https://hintsdeco.com/products/dwrokarta-hintsdeco","https://hintsdeco.com/products/dwrokarta-hintsdeco","200","Δωροκάρτα HINTSDECO","Δωροκάρτα HINTSDECO","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Hoper","Δωροκάρτα HOPER","https://hoper.gr/product-category/dorokarta/","https://hoper.gr/product-category/dorokarta/","200","Δωροκάρτα - Hoper.gr","Δωροκάρτα","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Houseoftennis","Gift Card – House Of Tennis","https://houseoftennis.gr/product-category/wps_wgm_giftcard-2/","https://houseoftennis.gr/product-category/wps_wgm_giftcard-2/","200","Δωροκάρτα – House Of Tennis","Δωροκάρτα","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Inspiral","Gift Cards - Δωροκάρτα","https://www.inspiral.gr/gift-cards","https://www.inspiral.gr/gift-cards","200","Η σελίδα δεν βρέθηκε | INSPIRAL JEWELRY","","true","false","false","true","true","false","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Ioannou Cosmetics","Ioannou Cosmetics Δωροκάρτα","https://www.ioannou-cosmetics.gr/c/dwrokartes/","https://www.ioannou-cosmetics.gr/c/dwrokartes/","200","Δωροκάρτες - Ioannou Cosmetics","Δωροκάρτες","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Ipatios","Ipatios Δωροκάρτα","https://ipatios.gr/c/gynaika/dwrokarta-gynaika/","https://ipatios.gr/c/gynaika/dwrokarta-gynaika/","200","Δωροκάρτα - Γυναίκα &#8226; Ipatios","Δωροκάρτα","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Kaktos","ΔΩΡΟΚΑΡΤΑ","https://www.kaktos.gr/product/dorokarta/","https://www.kaktos.gr/product/dorokarta/","200","ΔΩΡΟΚΑΡΤΑ - Εκδόσεις Κάκτος","ΔΩΡΟΚΑΡΤΑ","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Kantarzoglou","€150.00 Gift Card","https://www.kantarzoglou.gr/el/my-gift-cards/","https://www.kantarzoglou.gr/el/my-gift-cards/","200","Oι δωροεπιταγές μου","Oι δωροεπιταγές μου","true","true","true","true","true","false","150","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Karam Crete","Δωροκάρτα ευεξίας και ομορφιάς","https://karam-crete.gr/gift-cards/","https://karam-crete.gr/gift-cards/","200","Ελληνικά – Karam Crete Spa","Ελληνικά","true","false","false","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Kosmima24","ΔΩΡΟΚΑΡΤΑ","https://www.kosmima24.gr/dorokarta_i_41.html","https://www.kosmima24.gr/dorokarta_i_41.html","200","Δωροκάρτα | Kosmima24","Δωροκάρτα","false","true","true","true","true","false","","false","false"
